ID,Gene.symbol,Gene.title
ILMN_1770963,NAALADL1,N-acetylated alpha-linked acidic dipeptidase-like 1
ILMN_1784749,GAS6,growth arrest specific 6
ILMN_2213297,C11orf54,chromosome 11 open reading frame 54
ILMN_1779735,LAMTOR4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4"
ILMN_2095506,SPOPL,speckle type BTB/POZ protein like
ILMN_2285951,,
ILMN_1689976,EDIL3,EGF like repeats and discoidin domains 3
ILMN_1810836,PDE5A,phosphodiesterase 5A
ILMN_2373062,RHBDF2,rhomboid 5 homolog 2
ILMN_3286685,,
ILMN_1916636,,
ILMN_2050023,SVBP,small vasohibin binding protein
ILMN_2373689,DIAPH3,diaphanous related formin 3
ILMN_1666617,LINC00472,long intergenic non-protein coding RNA 472
ILMN_1707763,ST7,suppression of tumorigenicity 7
ILMN_1705442,CMTM3,CKLF like MARVEL transmembrane domain containing 3
ILMN_1711015,CRYAA,crystallin alpha A
ILMN_1698478,SNAPC2,small nuclear RNA activating complex polypeptide 2
ILMN_1680029,,
ILMN_3301740,,
ILMN_2219512,NPHP4,nephronophthisis 4
ILMN_2099586,CCDC28B,coiled-coil domain containing 28B
ILMN_1748124,TSC22D3,TSC22 domain family member 3
ILMN_3243414,,
ILMN_3215759,,
ILMN_3245476,PHRF1,PHD and ring finger domains 1
ILMN_1756469,GAMT,guanidinoacetate N-methyltransferase
ILMN_1794106,FEZ1,fasciculation and elongation protein zeta 1
ILMN_1667125,RPS6KL1,ribosomal protein S6 kinase like 1
ILMN_2337941,COPS8,COP9 signalosome subunit 8
ILMN_1700733,FAM214A,family with sequence similarity 214 member A
ILMN_1704554,,
ILMN_2195482,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
ILMN_1803256,STOX2,storkhead box 2
ILMN_1765222,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"
ILMN_2061565,PLCH2,phospholipase C eta 2
ILMN_2363658,PXDN,peroxidasin
ILMN_1716279,CENPE,centromere protein E
ILMN_1691747,KHDRBS3,"KH RNA binding domain containing, signal transduction associated 3"
ILMN_3242048,,
ILMN_2411236,NRCAM,neuronal cell adhesion molecule
ILMN_2110271,OLFM2,olfactomedin 2
ILMN_3245000,,
ILMN_3268914,,
ILMN_1665332,,
ILMN_3248069,,
ILMN_1749834,,
ILMN_1652955,,
ILMN_1797861,IL6ST,interleukin 6 signal transducer
ILMN_2327780,TRIM23,tripartite motif containing 23
ILMN_3249742,PXMP4,peroxisomal membrane protein 4
ILMN_3234997,MAP7D1,MAP7 domain containing 1
ILMN_3307868,CHI3L1,chitinase 3 like 1
ILMN_1778629,RTEL1,regulator of telomere elongation helicase 1
ILMN_2113490,NTN4,netrin 4
ILMN_1916025,,
ILMN_1859573,,
ILMN_1730291,ATP1B1,ATPase Na+/K+ transporting subunit beta 1
ILMN_1768505,IL13RA1,interleukin 13 receptor subunit alpha 1
ILMN_2145518,TMEM126B,transmembrane protein 126B
ILMN_1671731,AVPI1,arginine vasopressin induced 1
ILMN_1814770,CPNE4,copine 4
ILMN_1766176,RAP1A,"RAP1A, member of RAS oncogene family"
ILMN_1671288,ODF2,outer dense fiber of sperm tails 2
ILMN_3299929,,
ILMN_1765116,PAOX,polyamine oxidase (exo-N4-amino)
ILMN_3260618,,
ILMN_1776213,RGMB,repulsive guidance molecule family member b
ILMN_1757702,,
ILMN_1684984,MAGED2,MAGE family member D2
ILMN_2174574,HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
ILMN_2083469,IRS2,insulin receptor substrate 2
ILMN_3244390,ASAP1-IT1,ASAP1 intronic transcript 1
ILMN_1678404,,
ILMN_2122926,VN1R2,vomeronasal 1 receptor 2
ILMN_1824362,,
ILMN_1744604,CYBA,cytochrome b-245 alpha chain
ILMN_1754303,RPL30,ribosomal protein L30
ILMN_1789274,FBXO17,F-box protein 17
ILMN_3200362,,
ILMN_1795839,SCCPDH,saccharopine dehydrogenase (putative)
ILMN_1694426,ROR2,receptor tyrosine kinase like orphan receptor 2
ILMN_1740493,TRAF5,TNF receptor associated factor 5
ILMN_3212051,,
ILMN_2097790,FAAP20,Fanconi anemia core complex associated protein 20
ILMN_1805992,SHTN1,shootin 1
ILMN_1682110,HOXA10,homeobox A10
ILMN_2388701,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
ILMN_2311166,ITGB5,integrin subunit beta 5
ILMN_1753745,HDDC2,HD domain containing 2
ILMN_1653205,C8orf59,chromosome 8 open reading frame 59
ILMN_2041788,PLS3,plastin 3
ILMN_3252665,,
ILMN_2390299,PSMB8,proteasome subunit beta 8
ILMN_1768466,,
ILMN_1714383,TPD52L1,tumor protein D52-like 1
ILMN_2124757,RPL23AP32,ribosomal protein L23a pseudogene 32
ILMN_1760830,FBXO32,F-box protein 32
ILMN_1778561,WEE1,WEE1 G2 checkpoint kinase
ILMN_1737283,TMSB15B,thymosin beta 15B
ILMN_1668466,,
ILMN_1902005,,
ILMN_1800425,SLC9A1,solute carrier family 9 member A1
ILMN_1751171,IRF2BP1,interferon regulatory factor 2 binding protein 1
ILMN_3227529,,
ILMN_1750511,NT5C3B,"5'-nucleotidase, cytosolic IIIB"
ILMN_3282395,,
ILMN_3259146,,
ILMN_1892652,,
ILMN_2258268,GLRX2,glutaredoxin 2
ILMN_1748283,PIM2,"Pim-2 proto-oncogene, serine/threonine kinase"
ILMN_1711786,NFE2,"nuclear factor, erythroid 2"
ILMN_1757084,,
ILMN_1712916,LOC90768,uncharacterized LOC90768
ILMN_3226392,,
ILMN_1863979,,
ILMN_3284119,,
ILMN_1694730,RNPEPL1,arginyl aminopeptidase like 1
ILMN_1713966,,
ILMN_1815184,ASPM,abnormal spindle microtubule assembly
ILMN_3251423,CHDH,choline dehydrogenase
ILMN_1672009,,
ILMN_1782305,NR4A2,nuclear receptor subfamily 4 group A member 2
ILMN_1808501,SH3KBP1,SH3 domain containing kinase binding protein 1
ILMN_1761764,ALKBH7,alkB homolog 7
ILMN_2380588,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1
ILMN_1666206,GSDMB,gasdermin B
ILMN_1714859,TCIRG1,"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
ILMN_2157510,BLOC1S1,biogenesis of lysosomal organelles complex 1 subunit 1
ILMN_1660424,,
ILMN_2181060,CKAP2,cytoskeleton associated protein 2
ILMN_2391931,SLC35A2,solute carrier family 35 member A2
ILMN_3237448,BEND5,BEN domain containing 5
ILMN_1783806,DTNBP1,dystrobrevin binding protein 1
ILMN_1758823,SMARCB1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1"
ILMN_1709101,,
ILMN_1748803,ZDHHC9,zinc finger DHHC-type containing 9
ILMN_1674620,SGCE,sarcoglycan epsilon
ILMN_2287061,HIF3A,hypoxia inducible factor 3 alpha subunit
ILMN_1718061,,
ILMN_1725485,RGS17,regulator of G-protein signaling 17
ILMN_1658044,,
ILMN_1705241,TDRD7,tudor domain containing 7
ILMN_1672165,,
ILMN_1784863,CD36,CD36 molecule
ILMN_2212909,MELK,maternal embryonic leucine zipper kinase
ILMN_2376403,TSC22D3,TSC22 domain family member 3
ILMN_1912619,,
ILMN_1730630,CXorf56,chromosome X open reading frame 56
ILMN_1762582,ARNT,aryl hydrocarbon receptor nuclear translocator
ILMN_2380494,ANXA11,annexin A11
ILMN_3236130,,
ILMN_1663131,,
ILMN_1730201,DTNA,dystrobrevin alpha
ILMN_1690371,MRPL11,mitochondrial ribosomal protein L11
ILMN_1784156,FKTN,fukutin
ILMN_2319326,ADARB1,"adenosine deaminase, RNA specific B1"
ILMN_2305416,PCDHGA5,"protocadherin gamma subfamily A, 5"
ILMN_1757877,HCFC1R1,host cell factor C1 regulator 1
ILMN_1744487,C1QTNF5,C1q and tumor necrosis factor related protein 5
ILMN_1771179,CYB561,cytochrome b561
ILMN_1769092,EVA1B,eva-1 homolog B
ILMN_1667825,MLKL,mixed lineage kinase domain like
ILMN_1829845,,
ILMN_3304072,PRG4,proteoglycan 4
ILMN_1709795,RAC2,"ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)"
ILMN_1764721,RPL8,ribosomal protein L8
ILMN_1691717,RHBDF2,rhomboid 5 homolog 2
ILMN_2365479,SNX1,sorting nexin 1
ILMN_3176146,,
ILMN_1702821,TTLL7,tubulin tyrosine ligase like 7
ILMN_2408039,EEF1D,eukaryotic translation elongation factor 1 delta
ILMN_3243419,,
ILMN_1869651,C18orf12,chromosome 18 open reading frame 12
ILMN_1909886,,
ILMN_2274420,SPTLC1,serine palmitoyltransferase long chain base subunit 1
ILMN_2278590,MEST,mesoderm specific transcript
ILMN_1734096,DCLRE1A,DNA cross-link repair 1A
ILMN_2390099,COL9A1,collagen type IX alpha 1 chain
ILMN_3202521,,
ILMN_1837935,TNPO1,transportin 1
ILMN_1781285,DUSP1,dual specificity phosphatase 1
ILMN_1906110,,
ILMN_1661174,,
ILMN_1664543,IFIT3,interferon induced protein with tetratricopeptide repeats 3
ILMN_2098446,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1
ILMN_1653667,,
ILMN_1685037,ASL,argininosuccinate lyase
ILMN_1671152,,
ILMN_2060086,ADAM23,ADAM metallopeptidase domain 23
ILMN_1674376,ANGPTL4,angiopoietin like 4
ILMN_1801889,MYO16,myosin XVI
ILMN_1760714,RPS3,ribosomal protein S3
ILMN_1786444,LPL,lipoprotein lipase
ILMN_1746362,,
ILMN_1712027,RSBN1L,round spermatid basic protein 1 like
ILMN_1760778,ENG,endoglin
ILMN_1696187,PYGL,"phosphorylase, glycogen, liver"
ILMN_1722738,ROGDI,rogdi homolog
ILMN_1655876,TMEM159,transmembrane protein 159
ILMN_1653730,OXCT2,3-oxoacid CoA-transferase 2
ILMN_1913407,LOC100287837///ARHGEF17,uncharacterized LOC100287837///Rho guanine nucleotide exchange factor 17
ILMN_3245217,,
ILMN_1755974,ALDOC,"aldolase, fructose-bisphosphate C"
ILMN_3235884,,
ILMN_1737953,MKS1,"Meckel syndrome, type 1"
ILMN_2341006,SCARF2,scavenger receptor class F member 2
ILMN_1695961,CLK3,CDC like kinase 3
ILMN_1670304,,
ILMN_2344298,STEAP2,STEAP2 metalloreductase
ILMN_3264813,,
ILMN_1747934,ISYNA1,inositol-3-phosphate synthase 1
ILMN_3209358,,
ILMN_1781373,IFIH1,interferon induced with helicase C domain 1
ILMN_1701455,FBXO6,F-box protein 6
ILMN_1678494,ZNF438,zinc finger protein 438
ILMN_1690870,,
ILMN_1791890,SPON1,spondin 1
ILMN_1727592,FRMD5,FERM domain containing 5
ILMN_1706502,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
ILMN_1755990,ATP6AP1L,ATPase H+ transporting accessory protein 1 like
ILMN_1861123,DLGAP4-AS1,DLGAP4 antisense RNA 1
ILMN_2415776,,
ILMN_1752575,USP42,ubiquitin specific peptidase 42
ILMN_1777913,CDK8,cyclin dependent kinase 8
ILMN_1859435,,
ILMN_1696223,ATP7B,ATPase copper transporting beta
ILMN_1660840,DESI2,desumoylating isopeptidase 2
ILMN_1753467,SAMD4B,sterile alpha motif domain containing 4B
ILMN_1769013,ASGR1,asialoglycoprotein receptor 1
ILMN_1810486,RAB34,"RAB34, member RAS oncogene family"
ILMN_1770934,,
ILMN_1679178,ATP5D,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit"
ILMN_1802631,AGA,aspartylglucosaminidase
ILMN_1773558,,
ILMN_1665065,SERINC3,serine incorporator 3
ILMN_1804051,SNX8,sorting nexin 8
ILMN_1757361,NCF4,neutrophil cytosolic factor 4
ILMN_1693668,WAPL,WAPL cohesin release factor
ILMN_1872462,KCNA1,potassium voltage-gated channel subfamily A member 1
ILMN_1712659,,
ILMN_2334296,IL18BP,interleukin 18 binding protein
ILMN_1843101,,
ILMN_1728218,RBPMS,RNA binding protein with multiple splicing
ILMN_2348788,CD44,CD44 molecule (Indian blood group)
ILMN_1903914,,
ILMN_1804656,COX14,"COX14, cytochrome c oxidase assembly factor"
ILMN_1815319,CMTM4,CKLF like MARVEL transmembrane domain containing 4
ILMN_1690530,,
ILMN_2364272,MBNL2,muscleblind like splicing regulator 2
ILMN_3187324,CNRIP1,cannabinoid receptor interacting protein 1
ILMN_1694584,CLTCL1,clathrin heavy chain like 1
ILMN_1673395,PIGO,phosphatidylinositol glycan anchor biosynthesis class O
ILMN_2312275,SRP54,signal recognition particle 54
ILMN_1725346,SNAPC1,small nuclear RNA activating complex polypeptide 1
ILMN_2249920,FYN,"FYN proto-oncogene, Src family tyrosine kinase"
ILMN_1916390,,
ILMN_2147345,BBOF1,basal body orientation factor 1
ILMN_1676880,CORO2B,coronin 2B
ILMN_1751161,COL7A1,collagen type VII alpha 1 chain
ILMN_2168933,TNIP2,TNFAIP3 interacting protein 2
ILMN_3234570,CECR5-AS1,CECR5 antisense RNA 1
ILMN_1753279,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0
ILMN_1673892,GK5,glycerol kinase 5 (putative)
ILMN_1803788,LGALS3,"lectin, galactoside binding soluble 3"
ILMN_1791202,SMOC1,SPARC related modular calcium binding 1
ILMN_1663399,TIMP4,TIMP metallopeptidase inhibitor 4
ILMN_2173294,THNSL2,threonine synthase like 2
ILMN_2391750,,
ILMN_1716265,PGM2L1,phosphoglucomutase 2 like 1
ILMN_3243297,,
ILMN_1782513,TRMT10B,tRNA methyltransferase 10B
ILMN_2311537,HMGA1,high mobility group AT-hook 1
ILMN_2371147,BCL7C,BCL tumor suppressor 7C
ILMN_3280628,,
ILMN_2109343,SGTB,small glutamine rich tetratricopeptide repeat containing beta
ILMN_2071826,RNF152,ring finger protein 152
ILMN_1761031,PTPDC1,protein tyrosine phosphatase domain containing 1
ILMN_1718520,RNLS,"renalase, FAD dependent amine oxidase"
ILMN_1781628,SURF2,surfeit 2
ILMN_1704056,RPPH1,ribonuclease P RNA component H1
ILMN_1658206,OSCP1,organic solute carrier partner 1
ILMN_1729288,C1QTNF6,C1q and tumor necrosis factor related protein 6
ILMN_1788108,TXNDC5,thioredoxin domain containing 5
ILMN_2154654,PTP4A1,"protein tyrosine phosphatase type IVA, member 1"
ILMN_1758213,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial"
ILMN_1658422,,
ILMN_1686662,,
ILMN_1782558,XG,Xg blood group
ILMN_1779190,ALKBH8,"alkB homolog 8, tRNA methyltransferase"
ILMN_3246855,,
ILMN_1704472,EID2,EP300 interacting inhibitor of differentiation 2
ILMN_1657191,KRTAP10-5,keratin associated protein 10-5
ILMN_3298037,,
ILMN_1760981,,
ILMN_1684554,COL16A1,collagen type XVI alpha 1 chain
ILMN_1755504,CALCOCO2,calcium binding and coiled-coil domain 2
ILMN_2326512,CASP1,caspase 1
ILMN_1672350,JAM2,junctional adhesion molecule 2
ILMN_1803968,,
ILMN_2258816,SAMD3,sterile alpha motif domain containing 3
ILMN_1712390,CUTA,cutA divalent cation tolerance homolog
ILMN_1728083,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2
ILMN_1673111,TSEN34,tRNA splicing endonuclease subunit 34
ILMN_1775965,PPP4R4,protein phosphatase 4 regulatory subunit 4
ILMN_2287157,DST,dystonin
ILMN_1759991,NOL12,nucleolar protein 12
ILMN_1701173,KCNK6,potassium two pore domain channel subfamily K member 6
ILMN_3248985,SDR39U1,short chain dehydrogenase/reductase family 39U member 1
ILMN_1809931,NDRG1,N-myc downstream regulated 1
ILMN_1674064,ZNF225,zinc finger protein 225
ILMN_1699867,IGF2,insulin like growth factor 2
ILMN_1707872,RUFY2,RUN and FYVE domain containing 2
ILMN_1718961,BNIP3L,BCL2 interacting protein 3 like
ILMN_3219764,,
ILMN_1749466,VAT1L,vesicle amine transport 1 like
ILMN_1906158,OBFC1,oligonucleotide/oligosaccharide binding fold containing 1
ILMN_1904853,,
ILMN_1677574,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6
ILMN_1667510,C12orf65,chromosome 12 open reading frame 65
ILMN_1880195,,
ILMN_1740512,TMSB15B,thymosin beta 15B
ILMN_2367530,ZNF280D,zinc finger protein 280D
ILMN_1697363,C20orf27,chromosome 20 open reading frame 27
ILMN_3265193,,
ILMN_1892599,,
ILMN_1783946,MRC2,mannose receptor C type 2
ILMN_3248193,LINC00113,long intergenic non-protein coding RNA 113
ILMN_1657571,ASNA1,"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)"
ILMN_1726222,FLOT2,flotillin 2
ILMN_1777895,LRRC37B,leucine rich repeat containing 37B
ILMN_1750624,RXRG,retinoid X receptor gamma
ILMN_2344373,MVP,major vault protein
ILMN_1693397,PSG4,pregnancy specific beta-1-glycoprotein 4
ILMN_1772834,,
ILMN_1673778,,
ILMN_3277209,,
ILMN_1686116,THBS1,thrombospondin 1
ILMN_1880994,,
ILMN_3235013,,
ILMN_3226012,,
ILMN_3247013,EGOT,eosinophil granule ontogeny transcript (non-protein coding)
ILMN_1739103,MPZL1,myelin protein zero like 1
ILMN_1683263,TSPAN8,tetraspanin 8
ILMN_1744347,,
ILMN_2053527,PARP9,poly(ADP-ribose) polymerase family member 9
ILMN_2329569,C9orf116,chromosome 9 open reading frame 116
ILMN_1661458,ARF1,ADP ribosylation factor 1
ILMN_2169761,CPNE8,copine 8
ILMN_2046344,NFKBIL1,NFKB inhibitor like 1
ILMN_1681520,DGAT2,diacylglycerol O-acyltransferase 2
ILMN_1823468,,
ILMN_3184599,,
ILMN_3225761,,
ILMN_1664946,ZDHHC16,zinc finger DHHC-type containing 16
ILMN_1875080,,
ILMN_1683148,PRICKLE2,prickle planar cell polarity protein 2
ILMN_1697919,WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1
ILMN_1686846,AKAP12,A-kinase anchoring protein 12
ILMN_1761463,EFHD2,EF-hand domain family member D2
ILMN_2331232,,
ILMN_1708414,GNL3L,G protein nucleolar 3 like
ILMN_2206645,ECD,ecdysoneless cell cycle regulator
ILMN_1747442,P4HA1,prolyl 4-hydroxylase subunit alpha 1
ILMN_3251550,PHLDA1,pleckstrin homology like domain family A member 1
ILMN_1751607,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit"
ILMN_3268195,,
ILMN_1780197,TBC1D24,TBC1 domain family member 24
ILMN_1770161,BST1,bone marrow stromal cell antigen 1
ILMN_1722292,AVL9,AVL9 cell migration associated
ILMN_1790761,POSTN,periostin
ILMN_3289650,,
ILMN_1775448,PFN2,profilin 2
ILMN_2405009,NBL1,"neuroblastoma 1, DAN family BMP antagonist"
ILMN_1718977,GADD45B,growth arrest and DNA damage inducible beta
ILMN_1800602,GCA,grancalcin
ILMN_1898350,,
ILMN_1777477,C9orf106,chromosome 9 open reading frame 106
ILMN_2194467,SGCB,sarcoglycan beta
ILMN_1660986,PER3,period circadian clock 3
ILMN_1761044,GNB1L,G protein subunit beta 1 like
ILMN_2091792,ENTPD6,ectonucleoside triphosphate diphosphohydrolase 6 (putative)
ILMN_1749327,MAPK13,mitogen-activated protein kinase 13
ILMN_1691959,AKAP2,A-kinase anchoring protein 2
ILMN_1785095,ATP6V0E2,ATPase H+ transporting V0 subunit e2
ILMN_1750158,ACOX1,acyl-CoA oxidase 1
ILMN_2248863,ZBTB38,zinc finger and BTB domain containing 38
ILMN_1871413,,
ILMN_3229210,,
ILMN_1797793,BLVRB,biliverdin reductase B
ILMN_1812461,WISP2,WNT1 inducible signaling pathway protein 2
ILMN_1798210,E2F7,E2F transcription factor 7
ILMN_1731640,TMSB15B,thymosin beta 15B
ILMN_1837428,RAB27B,"RAB27B, member RAS oncogene family"
ILMN_1653578,XYLT1,xylosyltransferase 1
ILMN_1716979,GSTM4,glutathione S-transferase mu 4
ILMN_1792777,,
ILMN_2400884,PCDHA3,protocadherin alpha 3
ILMN_1801833,ARHGAP24,Rho GTPase activating protein 24
ILMN_2353697,HINFP,histone H4 transcription factor
ILMN_1655913,NUCB2,nucleobindin 2
ILMN_1683234,DNAJC1,DnaJ heat shock protein family (Hsp40) member C1
ILMN_2272519,FGR,"FGR proto-oncogene, Src family tyrosine kinase"
ILMN_1726981,VEGFB,vascular endothelial growth factor B
ILMN_1755024,IKBKE,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"
ILMN_1795639,MGMT,O-6-methylguanine-DNA methyltransferase
ILMN_1663002,STOML2,stomatin like 2
ILMN_2187487,HEATR5B,HEAT repeat containing 5B
ILMN_2110252,NPM3,nucleophosmin/nucleoplasmin 3
ILMN_1672006,SSB,Sjogren syndrome antigen B
ILMN_1746196,ABCC9,ATP binding cassette subfamily C member 9
ILMN_1653073,OR10Q1,olfactory receptor family 10 subfamily Q member 1
ILMN_1693826,HAVCR2,hepatitis A virus cellular receptor 2
ILMN_1691341,IL7R,interleukin 7 receptor
ILMN_3232701,CNRIP1,cannabinoid receptor interacting protein 1
ILMN_1906743,,
ILMN_1796949,TPX2,"TPX2, microtubule nucleation factor"
ILMN_1765558,NPAS2,neuronal PAS domain protein 2
ILMN_2285618,DIP2A,disco interacting protein 2 homolog A
ILMN_1811682,CLIP2,CAP-Gly domain containing linker protein 2
ILMN_2323848,PARD6A,par-6 family cell polarity regulator alpha
ILMN_1676333,,
ILMN_1722294,CPNE8,copine 8
ILMN_2201678,FSTL1,follistatin like 1
ILMN_1773801,TGFB1I1,transforming growth factor beta 1 induced transcript 1
ILMN_1659990,HILPDA,hypoxia inducible lipid droplet associated
ILMN_3299162,,
ILMN_1679949,SLC25A23,solute carrier family 25 member 23
ILMN_1726239,TBCA,tubulin folding cofactor A
ILMN_1772658,ICE1,interactor of little elongation complex ELL subunit 1
ILMN_3271244,,
ILMN_1891944,,
ILMN_2148944,ADCY4,adenylate cyclase 4
ILMN_2232494,C5orf42,chromosome 5 open reading frame 42
ILMN_2315979,LBH,limb bud and heart development
ILMN_1759326,P2RX7,purinergic receptor P2X 7
ILMN_1652246,NACAD,NAC alpha domain containing
ILMN_1715789,DOCK1,dedicator of cytokinesis 1
ILMN_1733658,,
ILMN_1740742,UROD,uroporphyrinogen decarboxylase
ILMN_2393060,PPIL3,peptidylprolyl isomerase like 3
ILMN_1733932,SNUPN,snurportin 1
ILMN_1877818,LINC00399,long intergenic non-protein coding RNA 399
ILMN_3277072,,
ILMN_2143250,FAR1,fatty acyl-CoA reductase 1
ILMN_1695233,SHOX,short stature homeobox
ILMN_1807359,CLEC11A,C-type lectin domain family 11 member A
ILMN_1788607,RPL23A,ribosomal protein L23a
ILMN_2137066,ZNF7,zinc finger protein 7
ILMN_1701017,SAA1,serum amyloid A1
ILMN_1810334,COMMD7,COMM domain containing 7
ILMN_1761242,COMMD1,copper metabolism domain containing 1
ILMN_3274226,,
ILMN_1740234,GSTO2,glutathione S-transferase omega 2
ILMN_1808979,CLEC4D,C-type lectin domain family 4 member D
ILMN_3181215,AGFG1,ArfGAP with FG repeats 1
ILMN_1776263,TMEM174,transmembrane protein 174
ILMN_1675024,BEND5,BEN domain containing 5
ILMN_1788356,,
ILMN_1669674,CNPY3,canopy FGF signaling regulator 3
ILMN_1787251,DAAM1,dishevelled associated activator of morphogenesis 1
ILMN_2361862,VLDLR,very low density lipoprotein receptor
ILMN_2143148,TM2D1,TM2 domain containing 1
ILMN_3238319,BEND6,BEN domain containing 6
ILMN_1678842,THBS2,thrombospondin 2
ILMN_2082209,TOX2,TOX high mobility group box family member 2
ILMN_1741288,,
ILMN_1655365,CCDC173,coiled-coil domain containing 173
ILMN_1812570,SHC1,SHC adaptor protein 1
ILMN_1798926,SOCS2,suppressor of cytokine signaling 2
ILMN_1761968,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A
ILMN_1786734,EIF5,eukaryotic translation initiation factor 5
ILMN_3267438,,
ILMN_1666825,C1orf229,chromosome 1 open reading frame 229
ILMN_1711904,MXD3,MAX dimerization protein 3
ILMN_1884193,,
ILMN_1769751,PIGG,phosphatidylinositol glycan anchor biosynthesis class G
