ID_REF,Control_1,Control_2,Control_3,Control_4,SARA_Infected_1,SARA_Infected_2,SARA_Infected_3,SARA_Infected_4
201040_at,1548.9,1391.7,1379.6,1592.1,1413.6,2053,795,1902.3
201041_s_at,10146.3,11091.4,8597.6,8089,5559.8,14676.6,1189.3,20931.6
201049_s_at,15399.9,12037.3,12332.4,9669.1,23687.6,34810.3,16089.5,27928.9
201051_at,1735.8,2290.5,2625.3,2188.7,1575.2,1765.5,707.3,1684.8
201052_s_at,442.8,1002.8,656.2,893.3,812.2,588.8,613.7,599.5
201055_s_at,421.5,501.6,668,492.8,240.9,383.7,286.2,659.3
201057_s_at,641.5,654.4,796.1,800.7,581.1,503.7,1238.6,827.4
201059_at,443.8,150,255.1,188.8,544.4,540.2,1069,368.1
201063_at,241.2,157,219.9,277,276,272.4,424.8,277.9
201064_s_at,1092.2,1190.4,2104,1950.7,1445.6,1237.1,918.1,1387.2
201068_s_at,2169.4,2288,1633.1,1479.9,1627.3,1832.8,1782.9,1287.3
201075_s_at,415.5,545.5,493.6,476.6,311.1,190.4,160.8,364.2
201077_s_at,1744.2,1953.6,1701.8,1798.1,1446.6,938.8,1708.3,1025.6
201078_at,1784.6,2207.9,2020.8,1708.6,1809.1,2052.9,2103,1627.6
201079_at,941.9,1531.7,1479.1,1689.8,1254.3,1208,276.4,1018.1
201080_at,484.7,320.8,354.1,347.1,296.8,283.1,482.6,306
201082_s_at,348.2,214.4,279.8,276.1,314.1,348.4,207.9,363.8
201087_at,2013.7,1244.1,851.4,967.1,1344.2,1558.1,376.8,1146.7
201088_at,836.9,1104.1,767.6,878.2,844.1,641,3111.9,332.5
201089_at,2325.7,1967.4,2842.2,2458.5,2134.6,2194.2,337.8,2837.4
201092_at,2345.7,1654,1695.8,1483.1,1749.1,1427.8,3334.6,1460.8
201094_at,18417.9,16608.7,15392.9,11670.3,26795.2,36110.7,129889.1,26463.7
201097_s_at,2481.4,1914,2006.9,1877.3,2076.6,1731.9,2747.4,1410.4
201098_at,997.2,945.2,832.9,635,798.6,528.5,1777,703.2
201099_at,1029.7,794,876.4,959.9,706.7,481.4,646.1,610.2
201102_s_at,279.7,519.9,413.2,452.2,478.8,750,128.6,411.8
201105_at,2627.4,5160.6,4502.1,4290.8,8560.1,9259.8,318.6,6593.6
201106_at,995.8,1113,1652,1750,2088,1801.2,198.2,1666.9
201110_s_at,162,40.4,158.8,145.6,31.4,146.2,184.7,80.5
201111_at,414.7,280.2,307.8,272.4,381.7,181.7,697.5,94.7
201113_at,1224.5,909.5,1453.7,1158.2,1265.5,1141.5,62.6,1535
201118_at,983.9,886,1643.1,1915.7,1502.4,1791,44.6,3048.1
201119_s_at,1965.2,3350,3292.1,3034.3,4516.2,3217.6,848.8,3604.1
201126_s_at,1375.3,800.8,823.4,795.2,821.1,939,400.8,878.8
201128_s_at,2413.6,2049.9,1740.3,2154.4,1352.6,1034.8,2984.8,906.5
201129_at,858.3,643,801.9,702,420,447.7,571.3,330.4
201132_at,738.9,1370.9,1434.2,1245,952.7,821,685.8,663.7
201135_at,848.4,689.2,965,915.2,887.8,854.6,247.4,790
201136_at,1602.9,1556.9,2123.6,2155.7,2808.7,2830,65.5,2619.5
201137_s_at,5862.2,6263.7,6972.5,6534.8,4611.2,6738.3,5472.6,3478.5
201138_s_at,523.8,607,545.7,448.7,368.4,359.4,519.7,346.3
201140_s_at,370.1,579.3,461.5,421.5,863.8,788.1,12,1196.2
201141_at,137.8,61.1,118.9,132.1,138.8,106,264.5,143.9
201142_at,344.6,569.7,687.1,559,646.3,359,587.7,269
201145_at,890.3,878.6,1575,1301.1,876.3,749.9,89.9,751.6
201146_at,451.6,980.3,1299.2,1129.8,619.4,387.9,252.2,266.8
201149_s_at,187.2,142.5,172.6,174,136.7,36.8,190.5,166.5
201153_s_at,6012.1,5085.6,4227.2,3398.5,4448.1,4737.1,8700.5,2839.1
201157_s_at,872.2,1010.2,891.5,972.6,857.7,804,108.4,806.5
201160_s_at,551.9,1545.3,1684.5,1879.5,1912.7,1795.2,3686.3,1886.9
201163_s_at,840.8,698.9,348.7,322.2,305.5,284.2,923.3,437
201166_s_at,1927.9,2164.8,2073.3,2029.2,1230.3,1153.6,3977.5,874.1
201170_s_at,1376,1278.3,892.4,775.3,1490.4,1376.6,1168.5,573.4
201174_s_at,1693.4,1274.3,1568.6,1620.9,1301.9,927.2,2232.6,1201.3
201176_s_at,810.4,1485.3,1606.9,1133.3,806.2,797.7,282.4,807.1
201177_s_at,1699.2,1215.4,1178.5,1302.5,959,526.1,2094.1,384.4
201178_at,1831.9,1537.2,1782.6,1828.7,1692,1587.1,790.5,2587.5
201180_s_at,1591.3,1705.3,1590.9,1650.9,1536.2,1424.8,3510,781.5
201183_s_at,373.2,374.4,513.5,303.1,570.2,587.4,412.4,632.6
201192_s_at,508.3,653.3,522.5,634.2,511.5,465.9,776.6,352
201193_at,845.7,844.5,590,717.3,689.8,866.2,1306.6,677
201194_at,1302.7,1042.4,913.1,1084.4,689.7,967.4,321.1,1192.2
201197_at,657.5,928.8,879.7,833.6,789.8,644.6,999,655.4
201198_s_at,747.1,590.4,479.8,709.4,772.4,711.7,252.6,401.8
201200_at,1368.9,1264.3,1248.7,2007.8,2129.2,1708.5,5999.5,1718.6
201201_at,2662.8,2452.9,2541.6,2258.7,2123.9,2679.4,479.7,2510.4
201202_at,479,545.9,637,386,800.4,437.6,2016.5,450.5
201205_at,277.8,160.3,227.1,268.8,274.3,260,334.4,366.6
201209_at,2081.8,2163.2,2103.4,1885.3,1634.6,1481.5,783.6,948.6
201210_at,4995.5,5573.2,4887.9,4366.2,5040.2,4175.2,7349,5942.8
201215_at,54.1,36.1,42.9,37.3,97.4,88.7,245.1,6.6
201216_at,2648,2254.5,4168.9,3748.3,2395.3,2285.1,573.5,2082.7
201221_s_at,1088.9,1055.7,1380.5,1190.3,894.5,964.2,105.1,1181.9
201222_s_at,1076.5,1542.6,907,525.6,1062,1377.5,1299.4,859.1
201225_s_at,1756.5,1821.6,1768.9,1762,2058.7,1626.2,1015.2,1284.4
201227_s_at,1994.5,2074.1,2294.7,2255.6,2826.2,2356.2,5751.8,2244.4
201229_s_at,261.9,281,281.6,301.5,262.9,373.3,183,216.2
201231_s_at,2133.1,2936.6,3403.4,3145.6,4777.6,5552.7,382.5,5689.1
201232_s_at,498.8,724.3,784,777.4,873.8,842.8,454.2,920
201236_s_at,1470.3,920.3,1325.5,1322.5,894.9,1047.3,471,1466.7
201237_at,817.6,1180,1145.5,1335.1,1332.1,1014.4,1444.4,936.6
201241_at,878.8,880.7,1041.5,903.6,480.7,626.2,314.5,174.5
201244_s_at,1238.8,1332.5,1321.2,1622.7,1029.6,1046.8,759.9,1860.1
201252_at,427.9,518,531.4,459.4,350,390.7,325.3,337.2
201253_s_at,1396.9,1022.5,1139.8,1132.2,1225.2,1166.1,3953.6,1103.5
201256_at,1584,1624.2,1793.8,2017.3,2814.4,1777.5,2465,2154.7
201257_x_at,18605,15248.9,16551.4,14039.4,28106.3,38459.2,22759.9,26391.9
201258_at,7407.4,9032.1,10599.7,7733.2,10211,10334.8,812.2,7299.9
201260_s_at,1581.6,1505.9,1319.9,1110.5,902,1236.2,723.1,476.1
201263_at,315.4,611.3,463.2,491.2,597.1,357.6,428.3,242.3
201266_at,869,817.5,883.2,934.7,672.4,676.2,139.8,865.5
201268_at,1356.7,1975.6,2514,2093.3,3035.1,2084.3,1103,2442.9
201271_s_at,376.3,593.2,656,494.9,662,551.4,308.7,797.4
201272_at,2374.2,959.3,1224,1156.4,1254.2,1805.4,1108.2,1116
201273_s_at,5033.1,3826.1,3853.3,3300.1,3552.4,3370.9,3133.7,1568.5
201274_at,871.2,1442,1117.2,1103.5,1338.4,1469.3,338.3,986
201275_at,468.3,706.6,559.2,527.5,823.2,846.3,87.2,656.3
201276_at,520.2,648.1,587.8,654.3,569.6,478.6,202.5,736
201277_s_at,1142.6,1391.7,1078.7,1235.1,1203.2,837.8,547.8,708.5
201278_at,388.7,233.1,196.1,232,317.2,346.7,564.4,259.4
201281_at,679.9,670.9,721.5,649.8,822.5,754.2,646.8,677
201285_at,2296.2,2018.7,2509,2424.5,2314.4,1998.9,1600.4,2302.7
201288_at,7700.5,8760.2,7587.8,6375.5,9850.8,15444.9,7105.9,16102.5
201290_at,3109.3,3160.2,2988.2,3199.3,4487.8,3749.2,9184,3566.1
201293_x_at,12118.3,11868.6,11233.4,9491.9,15028.6,16225.7,5429.7,17659.1
201300_s_at,1466.9,1765.7,1556.5,1714.2,1787.2,1323.2,4549.8,861.8
201302_at,891.5,1056.9,790.4,698.3,966.8,856.9,1050.5,616.2
201304_at,1066.2,1092.7,1119.4,1001.1,602.1,524.6,1493.9,206.6
201312_s_at,4293.6,4689.3,4177.5,4309.3,4403.8,3143.6,3797.6,2390.4
201315_x_at,8236,11245.5,8353.1,6024.8,9992.7,21008.4,5666.7,35494.2
201317_s_at,1482.9,1869.4,1923.2,1779.9,1850.5,1438,869.4,1141.7
201318_s_at,7601.7,7863.1,6014.4,5757.9,9492.6,12484.9,14835.7,10822.3
201321_s_at,480.3,276.2,222.2,442.5,386.1,378.5,356.7,470.4
201322_at,2097,3040.1,3440.8,3019.7,3064.4,3055.2,1477.5,2344.9
201323_at,294.4,178.6,273.9,309.7,315.7,350.4,369.5,331.7
201324_at,78.4,89.9,59.9,76.8,159.5,138.8,579.8,35.7
201327_s_at,892.4,918.9,1000.5,863.2,717.9,797.8,709.4,377.3
201331_s_at,3781.2,2255.1,2304.3,3058.7,2812.7,2369,3102,2962.8
201336_at,1714.8,1601.9,2124.3,1788.2,2182.9,2002.4,1516.9,2887.9
201339_s_at,853.7,1817.6,982.8,1274.6,860.1,750.3,353.9,549.7
201343_at,1380.4,1015.4,1292.8,1270.2,902.1,654.2,818,554.9
201348_at,228.2,115,122.6,205.9,234.6,122.8,55.8,175.8
201349_at,1443.2,1120.8,1359.2,1365.6,1011.4,978.6,733.4,940.7
201350_at,959.1,1009.1,1337.4,1465.3,2045.2,1924.9,441.8,3954
201351_s_at,1356.7,1517.7,1489.6,1422.9,859.5,789.6,981.2,521.1
201356_at,2741.9,1717.3,1709.1,1947.8,1899.1,1385.2,608,1178.4
201358_s_at,3246,2996.5,2458,2455.9,2548.8,2190.6,17226.3,2370
201360_at,1437.3,4351.6,4172.2,5345.3,4434.5,4393.8,448.5,6054.4
201362_at,749.1,824.5,794.6,1056.3,582.5,605.1,1112.2,501.9
201364_s_at,794.8,927.6,1142.5,984.7,802.2,842.7,200.9,1182.1
201368_at,5414.1,6140.9,5995.2,5475.2,3953.8,4004.7,1567.5,5879.1
201371_s_at,1786,1865.6,1905.2,1781.3,1410.4,1347,1702.6,1306.3
201375_s_at,1268.4,1198.5,1068.9,1148,872.4,890.8,2149.9,453.3
201376_s_at,899.1,1422.5,1248.4,1275.7,430.8,508.8,353,583.8
201384_s_at,1356.7,1063.9,1121.5,958.9,762.7,681.6,499.2,771.3
201386_s_at,1759.6,1654.2,1490.5,1800.1,822.7,735.4,127.1,778.6
201389_at,427.5,476,620.7,512.4,637.3,636.1,135.9,897.5
201393_s_at,1862.4,1500.8,1366.6,1252,765.8,673.4,448.4,1472.9
201394_s_at,1604.7,1376.5,1426.8,1592,505.2,528.3,35.1,693.8
201398_s_at,2275.2,2672.6,2613.4,2415.9,2217.5,2116.8,2344.9,3033.2
201400_at,1058.4,2674.9,2539.8,2434.3,3185.5,2516.7,736.6,2840.2
201403_s_at,1351.9,734.2,786.9,1067.8,725.1,759.9,51.8,1051.6
201405_s_at,552.7,516.1,732.5,682.4,688.3,686.1,278.9,746.4
201406_at,13930.6,12010.4,14618.8,11551.5,15266.1,14097,19366.6,14961.6
201407_s_at,421.1,741.6,738.2,645.3,412.9,428.4,743.9,243.6
201413_at,504.2,674.4,826.9,938.5,768.7,809,2328.2,621.5
201417_at,224.5,175.8,314.9,384.1,212.1,44.6,189.6,227.5
201422_at,3934.1,8918.6,7898.7,7727,12202.7,9213.7,1300.3,10813
201424_s_at,607.5,544.5,412.2,582.3,271.4,285.5,549.1,117.9
201425_at,1901.7,1355.3,1836.6,2217.8,2401.7,3000.2,2335.2,2539.5
201426_s_at,8850.9,8023.5,8606.1,8786.3,13265.1,19029.7,1488.2,12609.7
201429_s_at,19754.9,18059.8,17697.4,14101,34788.5,45990,119987.8,34009.9
201432_at,2825.8,3248.2,3141,3782.6,3793.5,2682.5,1372,3353.9
201433_s_at,2682.8,1966.9,1861.6,1802.6,2432.7,2163.3,3104,1752.3
201436_at,119.7,75.7,97.1,107.5,77,45.8,191.3,48.2
201439_at,332.4,209.6,202.2,141.7,236,306.2,430.5,154.3
201441_at,2157,2177.1,2140.5,1924.1,3340.4,3485.8,450.7,3397.1
201443_s_at,3137.7,2792.9,2901,2874.2,3386.9,3026.6,4591.5,1467.5
201448_at,1852.1,1379.8,1143.9,1109.6,388.7,456.9,790.8,264.1
201455_s_at,1047.4,565,455,615.1,375,406.5,116.2,826
201458_s_at,1799.1,1628.5,1729.2,1770.9,709.4,550.8,1196,620
201460_at,1170.2,814,783.7,834.8,1127.7,801.2,522.9,711.2
201463_s_at,1801.2,2424,2900.4,2648.9,5462.4,5599,6177,7957
201470_at,1697.8,2385.2,2467.3,2273.9,4282.8,5078.6,8475.9,4634.2
201471_s_at,1522.7,1074.2,1282.6,1216.1,994,1239.8,615.6,1163.4
201472_at,1684.9,1397.1,1399.9,1477,1310,983.6,3033.8,1037.9
201473_at,1032.4,1217.6,1237.8,1941.4,1002.1,1476.5,155.5,3041.9
201477_s_at,1101.3,871.9,717.7,651.9,1166.4,802.1,660.3,468.7
201479_at,1159.2,926.4,1298.2,1231.7,889.1,640.3,1076.1,590.7
201480_s_at,724.3,524,655.1,596.4,786.4,988.3,142.5,948.9
201484_at,482.5,565.6,587.1,524.9,519.3,639.9,335.3,759.6
201486_at,922,770.1,831,759.2,358.3,206.9,631.1,199.9
201487_at,1779.6,2775.5,1929.4,1669.2,1777.9,1725.8,1784.6,2410.2
201489_at,258.9,358.2,528.2,495.8,714,688.2,850.8,552
201491_at,959.2,1063.2,1032,983.7,870.5,970,249.1,706.7
201492_s_at,19927.1,18069.8,16448.6,12964.8,39545.3,68463.6,146676.4,36808
201494_at,1390.3,1629.4,1442.4,1221.6,1420.1,2036.8,590.4,2468.7
201498_at,757.1,754.9,645,638.8,883.5,578.9,851,436
201500_s_at,2698.2,1559.6,1526.9,1671.5,1874.2,2106,1904.8,1848
201502_s_at,417.7,1076.3,730.7,1078.2,4907.9,6899,394.7,6262.4
201503_at,790.4,1154.5,998.7,852.2,840.9,618.4,1351.8,412.5
201506_at,1917.3,1918.7,3138.1,3308.2,3757.3,2872.7,1355.3,920.8
201507_at,538.8,402.6,386.4,366.4,303.6,452.7,537.4,463.6
201511_at,571.5,844.3,529.9,722.4,667.7,715.8,427.2,382.4
201513_at,191.1,228.2,204,213.6,256.6,355.9,593.9,265.9
201516_at,293.3,298.3,470.9,390.9,510.4,551.8,162.2,247.1
201517_at,773.3,766.9,814,719.3,687.8,503.7,1053,474
201518_at,615.7,683.3,880.9,852.5,591.6,391.4,1097.2,648.3
201520_s_at,1204.9,1096.1,1311.1,1340.1,716.8,800.3,328.4,775.5
201522_x_at,2381.1,1774.9,1903.3,2045.5,1444.5,1925.2,1086.6,1035.5
201528_at,1057.3,1061,1098.1,1305.3,776.2,465.3,715.1,532.5
201530_x_at,3999.9,5449.3,7604.4,6918.2,7152.2,6821.6,750,6818.6
201531_at,1446.1,2240.7,2123.3,1806,1877.9,3466,742.5,4977.9
201532_at,1052.6,1942.1,1543.2,1307,878.9,810.8,13.6,554.8
201533_at,894.2,2331.8,2219,2015.2,1883.1,1575.1,1399.2,944.5
201534_s_at,657,691.8,615.1,773.8,521.7,407,224.2,588.3
201536_at,242.1,233.1,167,176.8,449,556.1,162.2,390.9
201540_at,772.7,487.3,398.8,488.4,1021.2,1017.5,3156.3,417.5
201546_at,1175.3,1763.5,1406.3,1278.1,1233,1167,417.5,1528.4
201548_s_at,255.7,232.7,289.4,216.6,189.6,35.2,269.8,190
201553_s_at,5349.2,5631.2,4910.3,5422.2,7057.6,5975.9,19614.8,5836.9
201555_at,720.3,577.8,758.5,642.5,438.3,425.2,268,411.6
201556_s_at,811.7,447.8,578.3,703.6,418.7,704.8,434.1,168.3
201558_at,844.4,775.7,828,1076.4,1052.2,928.1,2829.8,788.6
201560_at,274.7,467.2,385,332,424.1,397.1,540.3,453.2
201563_at,192.9,260.7,218.5,297.5,232.1,208.3,652.1,210.4
201567_s_at,824.8,785.6,532.9,869.4,323.1,234.5,729.2,316
201568_at,1118.8,1632.7,2094.7,1670.2,1953.4,1475.5,2854.4,2084.4
201574_at,1352.8,945.9,920.6,946.7,1031.4,987.6,967,505.3
201575_at,1733.6,1561.1,1162.6,1425,1782.3,1687,7096.1,1171.9
201576_s_at,907.5,912.9,987.3,995,1139.6,954.8,403.3,1056.8
201577_at,255.7,565.3,714,592.7,850.4,599.1,423.9,716.5
201584_s_at,1418.9,1218.8,1159.2,1290.9,1223.6,1158.8,276.3,1358.7
201586_s_at,1763.7,1857.9,2127.5,1598.4,2697,1664.5,653.2,604.4
201587_s_at,1116.9,977,1018.4,966.2,1376.5,1229.6,2970.4,2447.2
201588_at,1929.6,1827.8,2003.2,2036.8,1974.1,1672.6,8339.3,2111.9
201589_at,1810.1,1728.1,1363.2,1525.8,891.5,789.1,1521.3,308.3
201590_x_at,4193,4299.7,3742.9,3961.3,4742.9,4975.2,7971.5,4542.1
201591_s_at,1813.8,1457,1863.5,1945.3,1227.9,906.8,811.8,1066.4
201592_at,4106,3313.4,4409.4,4297.6,4872.4,5589.9,5492.4,6297.2
201594_s_at,986,741.2,703.4,634.4,592.9,723.1,921.5,1749.3
201597_at,2620.1,3219.5,2581.1,2248.5,4276.8,4262.9,34596.6,4034.9
201599_at,1121.2,989.6,828.1,978,863.8,625.7,1126.2,559.3
201600_at,3960.9,2717.9,4230.8,3652.3,3685,3201.4,465.4,2996.4
201603_at,1800.5,1205.1,1134.9,1096,846.2,659.7,1143.6,782.2
201606_s_at,628.5,728,715.3,640.3,595.8,797.8,349.5,303.4
201611_s_at,261,201.7,211.9,263.6,267.3,151.5,13.5,199.1
201612_at,1117.3,900,950,1113.7,749.8,504.5,1361.3,688.9
201619_at,1354,1861.7,1589.9,1792.7,1595.7,1546.1,1468.3,1506.3
201624_at,615.2,693.8,613.7,756.5,574.5,321.3,662.2,133.9
201628_s_at,1096.3,900.7,907.6,973,668.9,822.9,729.7,1431.5
201630_s_at,1323.6,1068.6,1180.5,1217.2,950.4,735.4,1002.8,539.6
201631_s_at,620.3,437,739.4,612.3,793.7,658.7,586,1562.4
201632_at,1107.9,1120.4,1150.4,1005.4,825.1,718.1,331.5,632.2
201634_s_at,182,270.5,335.2,299.8,215.9,162,35.2,252
201636_at,393.8,421,535.6,434.5,279.7,141.3,352.1,184.4
201641_at,566.8,1403.3,878.5,705.9,836,1122.3,16.6,752.2
201642_at,1209.2,3227.3,3064.7,3006.7,2470.2,3106.8,1435.4,5636.6
201647_s_at,235.1,438.5,256.9,186.2,167.6,332.8,547.1,210.9
201648_at,5195.6,4469.2,3791.9,3157.7,2775.1,2797.2,1055.8,2545.8
201649_at,1962.6,3548.5,2045.9,1996.3,2588.4,3591,2025.3,2411.5
201651_s_at,1379.6,1065,1262.3,1708.3,798.5,900.2,854.2,2240.5
201652_at,1342.7,948.3,1019.4,1086.1,946.2,928.7,608.6,768.5
201653_at,1288.3,1564.5,1711.6,2012.4,1184.3,1033.7,1204.6,652.6
201656_at,762.2,494.8,656.8,554.5,181.7,127.9,283.8,90.9
201659_s_at,860.9,424.6,382.9,348.1,254.7,173.1,437.6,204.4
201661_s_at,219.9,234.8,191.9,178.8,253.4,224.7,266.2,215.2
201664_at,804.7,915.1,890,730.6,705.3,482.9,1498.6,364.6
201665_x_at,10767.5,10607.3,12544.1,8502.1,19604.4,16551.2,14612.3,18338.1
201666_at,2051.4,1912.2,1636.3,2000,3821.2,4664.5,657.1,4105
201669_s_at,1189.9,2420.1,1439.2,1572.5,1688.7,1365.6,265,1955.3
201672_s_at,1522.3,1090.2,1323.3,1150.3,1140.3,1101.1,1818.4,646.9
201673_s_at,923.7,363.2,385.7,483.4,602.2,429.4,500.5,489.9
201675_at,543.2,530.7,579,651,566.8,480.5,351.6,227.2
201681_s_at,453.9,123.3,86.9,27,74.6,6.5,122,3.2
201682_at,1774.8,1357.1,1048.3,1284.1,1578.5,1236.6,1121.8,1202.2
201687_s_at,968.7,1010.5,939.5,900,631.1,610.4,1032.9,543.5
201690_s_at,734.7,735.7,407.5,450.1,675.4,557.5,2311.5,192.9
201692_at,196,260.7,249.7,203.1,202.5,348.6,128,386.5
201695_s_at,763,663.9,691.3,629.6,611.2,644.3,369,584.3
201696_at,988,1210.5,1161.9,1241.7,828.3,921.7,251.1,773.7
201697_s_at,1350.4,874.7,1102.1,1171.4,620.5,392.2,1282.5,514.2
201698_s_at,1305.2,1859.8,1956.5,1828.8,1409.2,1413.7,128.9,1587.5
201699_at,638.6,1250.5,992.1,1002.9,654.2,788.2,1437.3,376.8
201700_at,3544.2,3548.8,3282.9,2844.8,3945.6,4561.9,403,4584
201701_s_at,237.1,127.2,211.4,181.5,190.8,129.5,469.4,98.8
201703_s_at,887.4,542.8,563.1,527.7,458.3,380.6,38.7,300.8
201713_s_at,829,699.7,781.7,806.2,417.6,315.6,804.4,234.7
201717_at,1311.2,1175.5,1142.9,1300.9,908.8,975.8,2514.2,1043.2
201719_s_at,244.7,140.7,102.4,89.9,220.6,61.1,337.1,61.5
201721_s_at,8983,10459.7,9769.8,9872.8,17936.3,23892.4,1317.9,23388.4
201722_s_at,975.7,998.9,1000.4,858.6,668.2,978.4,421.5,333.2
201725_at,882.3,910.8,818.1,660.4,763.4,685.9,501.8,653.9
201726_at,1073.6,1244.3,1476,1323.5,809,1346.1,1824.5,812.6
201734_at,1758,1077.3,927.5,1013.7,773.3,790,1007.1,390.8
201737_s_at,157.7,193.3,248.1,177.3,364.5,281.6,155,251.8
201738_at,992.8,1678.2,1484.1,1462.2,1027.9,1085.2,3701.2,1361.6
201739_at,1002.1,775.7,1612.8,1445.1,1604.6,1412.3,1515.4,908.8
201740_at,1184.4,1073.1,1558,1825.6,1683.5,996.4,320.7,990.9
201743_at,1906.1,2723.2,3944.8,4062.3,4594.5,7498.1,404.8,10042.7
201745_at,319.5,325.9,313.9,346.3,343.1,257.6,273.5,252
201746_at,523.2,688.9,691.1,704.7,516.1,615.9,535.5,348.9
201748_s_at,293.7,597.5,616.7,647.4,641.8,532.9,542.7,555.9
201749_at,543,362.8,337.3,315.2,426.4,679.5,341.6,772
201753_s_at,1779,2957,1887.3,2287.3,2303,2207.2,332,1455.2
201754_at,3766,4813,4787.4,4276.3,5394.5,4171.2,10770.7,2882.6
201756_at,1264.9,1469.9,1573.1,1645,734.4,638.3,400.6,733.5
201757_at,2779.7,2376.4,2636.1,2742.3,4211.5,3923.7,8865.3,2791.1
201760_s_at,701.3,687.5,702.9,1006.2,1020.1,651.7,654,564.3
201761_at,775.3,1615.8,1054.6,826.1,1077.7,1120.7,2817.1,327.7
201762_s_at,2987.2,5741.6,3752.9,3034.2,5827.6,5394.6,2677.2,4988.9
201770_at,655,690.4,790.6,887.2,729.6,666.9,331.8,734.5
201771_at,1051.6,822.3,1117.8,1000.9,923.8,895.1,782,576.5
201772_at,805.9,1014.8,1150,1038.7,515.9,450.8,1045,445.3
201779_s_at,1150.7,1856.7,1701,1658.4,2248.6,3284.5,583.9,2614.6
201783_s_at,1614.8,824.9,911.1,868.3,1032.8,1088.8,370.1,1331.3
201784_s_at,2699.1,3100.2,2532.6,2267.8,1887.7,1105.2,1734.8,889.9
201786_s_at,3481,4512.2,2983.9,3361.6,2565.7,3263.7,7332.7,4800.7
201788_at,1174.5,813.8,935.3,784.5,748.2,607.4,869,1086.5
201795_at,2288.2,2548.8,3025,3000.9,2738.1,2590.4,5631.4,2402.3
201797_s_at,205.9,193.2,237.6,239.9,233.5,194.5,87.4,214
201798_s_at,409,1341.4,517.3,693.9,767.4,761.1,1031.6,568.7
201800_s_at,707.2,623.7,641.7,588.4,529.4,417.7,647.7,321.5
201803_at,2339.6,1921.4,1759,1830.2,1348.6,941.2,1057.3,1004.2
201807_at,1705.7,1513.8,1251.8,1340.4,970.4,949.9,1647.6,957.5
201810_s_at,885.6,501.7,403.5,338.6,576.1,766.6,186.1,586.4
201812_s_at,8912.7,4751.1,6301.1,5909.9,7031.9,5221.7,5985.1,4866.1
201816_s_at,892.9,1076.8,1163.8,1149.8,522.3,450,871.9,567.6
201823_s_at,405.2,371.4,360.1,403,182.8,278.4,279.5,227
201827_at,367,502.5,493.8,451.4,548.5,292.4,249.1,358.1
201829_at,188.1,161.5,223.6,252.9,281.2,194.5,266.8,192.9
201832_s_at,1048.5,1539.6,1500.3,1341.8,646.3,732.7,1203.1,487.1
201833_at,616.6,727.8,594.7,699.1,595.3,466.6,542.7,406.2
201835_s_at,303.9,250.7,369.1,387.5,205.1,197.7,218.2,147.4
201840_at,1347.6,1857.8,1448.7,1904.6,1724.6,1370.9,1253.9,1249.2
201845_s_at,1236.2,1147.4,1133.9,1131.8,422.7,491.1,1051.2,299.3
201847_at,1880.4,3355.5,3157.9,2789.1,2638,2982.1,1200.6,1583.7
201849_at,186.7,181.2,266.8,239.9,141.8,168,558.9,103.4
201850_at,398.7,560.8,719,1067.2,1104.3,1313.2,163.8,1208.7
201853_s_at,1716.6,1699.1,1870.2,1848.7,1362.3,1092.3,592.7,1330.7
201857_at,2242.1,1433.2,1439.4,1339,1223.7,788.3,3465.7,1194.3
201859_at,7468.5,6742,6980.3,5177.5,15749.3,27204.3,49475.5,10974.8
201862_s_at,1966.8,2374.1,2635.4,2529.3,3817.9,2917.4,177.2,1137.2
201864_at,1684,847.3,1083.5,1333.7,948.9,1077.4,827.4,699.8
201872_s_at,660.5,708.7,834.6,763,427.2,235.5,1014.4,195.9
201876_at,239,185.2,246.1,281.6,231,178.9,747.3,156.8
201877_s_at,2425,1680.2,1583.6,1784.4,939.4,767,2192.3,656
201880_at,759.2,663.1,803.6,728.7,634.8,547.7,189.2,544.9
201883_s_at,808.5,913.4,953.8,1061.4,968.4,1078.1,429.6,674.8
201884_at,105.6,75,129.2,95,216.9,261.8,159.5,170.7
201885_s_at,1790.4,959.4,1108,1173.8,1235,1575.1,3766.3,1991.6
201887_at,548.8,598.7,647,611.6,898.6,1106.8,903.9,1044.2
201891_s_at,16432.2,15512.6,11968.3,9658.2,29378.5,65222.8,131784.2,37730.6
201892_s_at,528.7,591.8,789.4,867.3,902.5,535.5,368.8,556
201894_s_at,1077,1774.2,1421.8,1435.7,1726.7,1746.9,651.4,714.3
201899_s_at,970.5,1213.6,1134.7,1004.7,1168.4,923.6,4264.8,1006.6
201900_s_at,852.4,835.4,836.3,734,829.8,1174.7,889.2,847.2
201901_s_at,545.4,982,1054.7,1081.6,1859.5,1711.5,535.2,1179.7
201908_at,512.3,433.7,446.3,505,366.4,412.3,42.8,428.8
201912_s_at,550.6,561.2,655,586.6,582,384.1,510.1,352.9
201916_s_at,888,858.4,898.9,663.4,729.2,586.5,1099,491.9
201920_at,2635.3,1963.3,1784,1954.9,935.1,752.1,480.9,1398.4
201921_at,1255.8,793.8,1189.8,1188.7,1857.3,2245.1,7170.7,2339
201923_at,555.1,672.1,584.5,415.1,897.4,768.7,702,541.9
201924_at,1872.8,1587.6,1708,1762.8,1723.9,1148.3,1938.6,1043.3
201925_s_at,887.9,1159.3,1000.6,803.4,429.5,895.9,1995,1122.7
