ID,GB_ACC,Gene Symbol
201765_s_at,AL523158,HEXA
201767_s_at,NM_018127,ELAC2
201770_at,NM_004596,SNRPA
201771_at,NM_005698,SCAMP3
201772_at,NM_015878,AZIN1
201779_s_at,AF070558,RNF13
201781_s_at,AL558532,AIP
201783_s_at,NM_021975,RELA
201784_s_at,NM_014267,C11orf58
201785_at,NM_002933,RNASE1
201786_s_at,NM_001111,ADAR
201788_at,NM_007372,DDX42
201791_s_at,NM_001360,DHCR7
201792_at,NM_001129,AEBP1
201795_at,NM_002296,LBR
201797_s_at,NM_006295,VARS
201798_s_at,NM_013451,MYOF
201800_s_at,AF185696,OSBP
201801_s_at,AF079117,SLC29A1
201803_at,NM_000938,POLR2B
201805_at,NM_002733,PRKAG1
201806_s_at,NM_007245,ATXN2L
201807_at,NM_004896,VPS26A
201809_s_at,NM_000118,ENG
201810_s_at,AL562152,SH3BP5
201812_s_at,NM_019059,C4orf46 /// TOMM7
201816_s_at,NM_001483,GBAS
201819_at,NM_005505,SCARB1
201820_at,NM_000424,KRT5
201823_s_at,NM_004290,RNF14
201827_at,AF113019,SMARCD2
201828_x_at,NM_003928,FAM127A
201829_at,AW263232,NET1
201832_s_at,NM_003715,USO1
201833_at,NM_001527,HDAC2
201835_s_at,NM_006253,PRKAB1
201839_s_at,NM_002354,EPCAM
201840_at,NM_006156,NEDD8
201841_s_at,NM_001540,HSPB1
201843_s_at,NM_004105,EFEMP1
201845_s_at,AB029551,RYBP
201847_at,NM_000235,LIPA
201849_at,NM_004052,BNIP3
201850_at,NM_001747,CAPG
201851_at,NM_003025,SH3GL1
201853_s_at,NM_021873,CDC25B
201857_at,NM_016107,ZFR
201859_at,NM_002727,SRGN
201860_s_at,NM_000930,PLAT
201862_s_at,NM_004735,LRRFIP1
201864_at,NM_001493,GDI1
201870_at,NM_006809,TOMM34
201871_s_at,NM_015853,UBXN1
201872_s_at,AI002002,ABCE1
201876_at,NM_000305,PON2
201877_s_at,NM_002719,PPP2R5C
201880_at,AL040708,ARIH1
201883_s_at,D29805,B4GALT1
201884_at,NM_004363,CEACAM5
201885_s_at,NM_000398,CYB5R3
201886_at,NM_025230,DCAF11
201887_at,NM_001560,IL13RA1
201891_s_at,NM_004048,B2M
201892_s_at,NM_000884,IMPDH2
201894_s_at,NM_001920,SSR1
201895_at,NM_001654,ARAF
201897_s_at,NM_001826,CKS1B
201899_s_at,NM_003336,UBE2A
201900_s_at,NM_006066,AKR1A1
201901_s_at,Z14077,YY1
201903_at,NM_003365,UQCRC1
201908_at,NM_004423,DVL3
201909_at,NM_001008,RPS4Y1
201911_s_at,NM_005766,FARP1
201912_s_at,NM_002094,GSPT1
201913_s_at,NM_025233,COASY
201916_s_at,NM_007214,SEC63
201920_at,NM_005415,SLC20A1
201921_at,NM_004125,GNG10
201923_at,NM_006406,PRDX4
201924_at,NM_005935,AFF1
201925_s_at,NM_000574,CD55
201928_at,AA194254,PKP4
201930_at,NM_005915,MCM6
201931_at,NM_000126,ETFA
201933_at,NM_002768,CHMP1A
201935_s_at,AI768122,EIF4G3
201938_at,NM_004642,CDK2AP1
201939_at,NM_006622,PLK2
201941_at,BE349147,CPD
201944_at,NM_000521,HEXB
201945_at,NM_002569,FURIN
201946_s_at,AL545982,CCT2
201948_at,NM_013285,GNL2
201952_at,AA156721,ALCAM
201953_at,NM_006384,CIB1
201954_at,NM_005720,ARPC1B
201955_at,AL137784,CCNC
201956_s_at,NM_014236,GNPAT
201957_at,AF324888,PPP1R12B
201963_at,NM_021122,ACSL1
201966_at,NM_004550,NDUFS2
201967_at,NM_005777,RBM6
201968_s_at,NM_002633,PGM1
201969_at,AW003362,NASP
201972_at,AF113129,ATP6V1A
201975_at,NM_002956,CLIP1
201976_s_at,NM_012334,MYO10
201980_s_at,NM_012425,RSU1
201987_at,AI984051,MED13
201989_s_at,AL529409,CREBL2
201991_s_at,BF223224,KIF5B
201994_at,NM_012286,MORF4L2
201995_at,NM_000127,EXT1
201998_at,AI743792,ST6GAL1
201999_s_at,NM_006519,DYNLT1
202001_s_at,NM_002490,NDUFA6
202003_s_at,NM_006111,ACAA2
202005_at,NM_021978,ST14
202006_at,NM_002835,PTPN12
202008_s_at,NM_002508,NID1
202009_at,NM_007284,TWF2
202011_at,NM_003257,TJP1
202012_s_at,AA196245,EXT2
202016_at,NM_002402,MEST
202017_at,NM_000120,EPHX1
202018_s_at,NM_002343,LTF
202020_s_at,NM_006055,LANCL1
202022_at,NM_005165,ALDOC
202023_at,NM_004428,EFNA1
202024_at,NM_004317,ASNA1
202025_x_at,NM_001607,ACAA1
202026_at,NM_003002,SDHD
202028_s_at,BC000603,RPL38
202030_at,NM_005881,BCKDK
202032_s_at,NM_006122,MAN2A2
202037_s_at,NM_003012,SFRP1
202038_at,NM_004788,UBE4A
202039_at,NM_004740,MYO18A /// TIAF1
202041_s_at,NM_004214,FIBP
202042_at,NM_002109,HARS /// LOC101928623
202043_s_at,NM_004595,SMS
202045_s_at,AI670100,ARHGAP35
202050_s_at,AI650586,ZMYM4
202052_s_at,NM_015577,RAI14
202054_s_at,NM_000382,ALDH3A2
202061_s_at,AI927770,SEL1L
202066_at,AA195259,PPFIA1
202068_s_at,NM_000527,LDLR
202069_s_at,AI826060,IDH3A
202071_at,NM_002999,SDC4
202073_at,AV757675,OPTN
202075_s_at,NM_006227,PLTP
202076_at,NM_001166,BIRC2
202077_at,NM_005003,NDUFAB1
202078_at,NM_003653,COPS3
202081_at,NM_004907,IER2
202082_s_at,AV748469,SEC14L1
202085_at,NM_004817,TJP2
202086_at,NM_002462,MX1
202087_s_at,NM_001912,CTSL
202088_at,AI635449,SLC39A6
202090_s_at,NM_006830,UQCR11
202092_s_at,BF244411,ARL2BP
202095_s_at,NM_001168,BIRC5
202096_s_at,NM_000714,TSPO
202097_at,NM_005124,NUP153
202100_at,BG169673,RALB
202102_s_at,BF718610,BRD4
202104_s_at,NM_003119,LOC101930112 /// SPG7
202105_at,NM_001551,IGBP1
202106_at,NM_005895,GOLGA3
202107_s_at,NM_004526,MCM2
202108_at,NM_000285,PEPD
202109_at,NM_012402,ARFIP2
202110_at,NM_001866,COX7B
202111_at,NM_003040,SLC4A2
202112_at,NM_000552,VWF
202114_at,NM_003100,SNX2
202116_at,NM_006268,DPF2
202117_at,BG468434,ARHGAP1
202118_s_at,AA541758,CPNE3
202121_s_at,NM_014453,CHMP2A
202122_s_at,NM_005817,PLIN3
202123_s_at,NM_005157,ABL1
202125_s_at,NM_015049,TRAK2
202127_at,AB011108,PRPF4B
202130_at,AA725102,RIOK3
202133_at,BF674349,WWTR1
202135_s_at,NM_005735,ACTR1B
202136_at,BE250417,ZMYND11
202138_x_at,NM_006303,AIMP2
202139_at,NM_003689,AKR7A2
202140_s_at,NM_003992,CLK3
202141_s_at,BC003090,COPS8
202144_s_at,NM_000026,ADSL
202145_at,NM_002346,LY6E
202146_at,AA747426,IFRD1
202148_s_at,NM_006907,PYCR1
202149_at,AL136139,NEDD9
202151_s_at,NM_016172,UBAC1
202152_x_at,NM_003367,USF2
202154_x_at,NM_006086,TUBB3
202155_s_at,NM_005085,NUP214
202157_s_at,U69546,CELF2
202159_at,NM_004461,FARSA
202160_at,NM_004380,CREBBP
202161_at,NM_002741,PKN1
202164_s_at,AF180476,CNOT8
202165_at,BF966540,PPP1R2
202167_s_at,NM_022362,MMS19
202168_at,NM_003187,AK6 /// TAF9
202169_s_at,AF302110,AASDHPPT
202172_at,BG035116,VEZF1
202174_s_at,NM_006197,PCM1
202176_at,NM_000122,ERCC3
202178_at,NM_002744,PRKCZ
202179_at,NM_000386,BLMH
202180_s_at,NM_017458,MVP
202182_at,NM_021078,KAT2A
202183_s_at,NM_007317,KIF22
202185_at,NM_001084,PLOD3
202187_s_at,NM_006243,PPP2R5A
202191_s_at,BE439987,GAS7
202193_at,NM_005569,LIMK2
202196_s_at,NM_013253,DKK3
202197_at,NM_021090,MTMR3
202199_s_at,AW082913,SRPK1
202201_at,NM_000713,BLVRB
202202_s_at,NM_002290,LAMA4
202203_s_at,NM_001144,AMFR
202205_at,NM_003370,VASP
202207_at,BG435404,ARL4C
202209_at,NM_014463,LSM3
202211_at,BC005122,ARFGAP3
202212_at,NM_014303,PES1
202213_s_at,AI650819,CUL4B
202215_s_at,NM_014223,NFYC
202217_at,NM_004649,C21orf33
202218_s_at,NM_004265,FADS2
202219_at,NM_005629,SLC6A8
202221_s_at,AV727101,EP300
202222_s_at,NM_001927,DES
202223_at,NM_002219,STT3A
202224_at,BF304695,CRK
202227_s_at,NM_006696,BRD8
202228_s_at,NM_017455,NPTN
202230_s_at,NM_006387,CHERP
202232_s_at,NM_006360,EIF3M
202233_s_at,NM_006004,UQCRH /// UQCRHL
202236_s_at,NM_003051,SLC16A1
202237_at,NM_006169,LOC101928916 /// NNMT
202239_at,NM_006437,PARP4
202240_at,NM_005030,PLK1
202241_at,NM_025195,TRIB1
202242_at,NM_004615,TSPAN7
202244_at,NM_002796,PSMB4
202245_at,AW084510,LSS
202246_s_at,NM_000075,CDK4
202247_s_at,BE561596,MTA1
202251_at,NM_004698,PRPF3
202252_at,NM_002870,RAB13
202253_s_at,NM_004945,DNM2
202256_at,BF793888,CD2BP2
202260_s_at,NM_003165,STXBP1
202261_at,NM_005997,VPS72
202263_at,NM_016243,CYB5R1
202264_s_at,NM_006114,TOMM40
202265_at,NM_005180,BMI1 /// COMMD3-BMI1
202267_at,NM_005562,LAMC2
202268_s_at,NM_003905,NAE1
202270_at,NM_002053,GBP1
202273_at,NM_002609,PDGFRB
202274_at,NM_001615,ACTG2
202276_at,NM_006304,SHFM1
202277_at,AL568804,SPTLC1
202282_at,NM_004493,HSD17B10
202283_at,NM_002615,SERPINF1
202284_s_at,NM_000389,CDKN1A
202286_s_at,J04152,TACSTD2
202289_s_at,NM_006997,TACC2
202290_at,NM_014891,PDAP1
202292_x_at,NM_007260,LYPLA2
202294_at,AI126490,STAG1
202295_s_at,NM_004390,CTSH
202296_s_at,NM_007033,RER1
202298_at,NM_004541,NDUFA1
202299_s_at,NM_006402,LAMTOR5
202302_s_at,NM_023012,RSRC2
202306_at,NM_002696,POLR2G
202308_at,NM_004176,SREBF1
202309_at,NM_005956,MTHFD1
202310_s_at,K01228,COL1A1
202313_at,NM_002717,PPP2R2A
202314_at,NM_000786,CYP51A1 /// LRRD1
202315_s_at,NM_004327,BCR
202317_s_at,NM_006048,UBE4B
202322_s_at,NM_004837,GGPS1
202324_s_at,NM_022735,ACBD3
202325_s_at,NM_001685,ATP5J
202326_at,NM_006709,EHMT2
202328_s_at,NM_000296,LOC101930075 /// PKD1
202329_at,NM_004383,CSK
202330_s_at,NM_003362,UNG
202331_at,NM_000709,BCKDHA
202332_at,NM_001894,CSNK1E /// CSNK1E
202334_s_at,AI768723,UBE2B
202336_s_at,NM_000919,PAM
202337_at,NM_007221,PMF1
202338_at,NM_003258,TK1
202345_s_at,NM_001444,FABP5
202346_at,NM_005339,UBE2K
202348_s_at,BC000674,TOR1A
202350_s_at,NM_002380,LOC100506558 /// MATN2
202351_at,AI093579,ITGAV
202352_s_at,AI446530,PSMD12
202355_s_at,BC000120,GTF2F1
202357_s_at,NM_001710,CFB
202360_at,NM_014757,MAML1
202361_at,NM_004922,SEC24C
202362_at,NM_002884,RAP1A
202363_at,AF231124,SPOCK1
202364_at,NM_005962,MXI1
202365_at,BC004815,UNC119B
202369_s_at,NM_012288,TRAM2
202370_s_at,NM_001755,CBFB
202373_s_at,AF255648,AURKAPS1 /// RAB3GAP2
202375_at,NM_014822,SEC24D
202376_at,NM_001085,SERPINA3
202377_at,AW026535,LEPROT
202381_at,NM_003816,ADAM9
202382_s_at,NM_005471,GNPDA1
202383_at,NM_004187,KDM5C
202384_s_at,AW167713,TCOF1
202388_at,NM_002923,RGS2
202390_s_at,NM_002111,HTT
202391_at,NM_006317,BASP1
202392_s_at,NM_014338,MIR7109 /// PISD
202393_s_at,NM_005655,KLF10
202395_at,NM_006178,LOC101930324 /// NSF
202396_at,NM_006706,TCERG1
202397_at,NM_005796,NUTF2 /// NUTF2P4
202399_s_at,NM_005829,AP3S2 /// C15orf38-AP3S2
202401_s_at,NM_003131,SRF
202403_s_at,AA788711,COL1A2
202405_at,BF432532,TIAL1
202409_at,X07868,IGF2 /// INS-IGF2
202411_at,NM_005532,IFI27
202413_s_at,NM_003368,USP1
202414_at,NM_000123,ERCC5
202415_s_at,NM_012267,HSPBP1
202416_at,NM_003315,DNAJC7
202417_at,NM_012289,KEAP1
202418_at,NM_020470,YIF1A
202419_at,NM_002035,KDSR
202420_s_at,NM_001357,DHX9
202421_at,AB007935,IGSF3
202422_s_at,NM_022977,ACSL4
202423_at,NM_006766,KAT6A
202424_at,NM_030662,MAP2K2
202428_x_at,NM_020548,DBI
202429_s_at,AL353950,PPP3CA
202431_s_at,NM_002467,MYC
202432_at,NM_021132,PPP3CB
202433_at,NM_005827,SLC35B1
202437_s_at,NM_000104,CYP1B1
202439_s_at,NM_000202,IDS
202440_s_at,NM_005418,ST5
202441_at,AL568449,ERLIN1
202442_at,NM_001284,AP3S1
202446_s_at,AI825926,PLSCR1
202447_at,NM_001359,DECR1
202448_s_at,BE675849,ZER1
202449_s_at,NM_002957,RXRA
202450_s_at,NM_000396,CTSK
202451_at,BC000365,GTF2H1
202454_s_at,NM_001982,ERBB3
202455_at,NM_005474,HDAC5
202458_at,NM_007173,PRSS23
202461_at,NM_014239,EIF2B2
202464_s_at,NM_004566,PFKFB3
202465_at,NM_002593,PCOLCE
202466_at,NM_006999,PAPD7
202467_s_at,NM_004236,COPS2
202468_s_at,NM_003798,CTNNAL1
202469_s_at,AU149367,CPSF6
202471_s_at,NM_004135,IDH3G
202472_at,NM_002435,MPI
202474_s_at,NM_005334,HCFC1
202475_at,NM_006326,TMEM147
202477_s_at,NM_006659,TUBGCP2
202481_at,NM_004753,DHRS3
202483_s_at,NM_002882,RANBP1
202484_s_at,AF072242,MBD2
202486_at,NM_006796,AFG3L2
202488_s_at,NM_005971,FXYD3
202491_s_at,NM_003640,IKBKAP
202493_x_at,NM_001317,CSH1 /// CSHL1 /// GH1
202495_at,NM_003192,TBCC
202496_at,NM_014329,EDC4
202499_s_at,NM_006931,SLC2A3
202500_at,NM_006736,DNAJB2
202501_at,NM_014268,MAPRE2
202502_at,NM_000016,ACADM
202504_at,NM_012101,TRIM29
202505_at,NM_003092,SNRPB2
202506_at,NM_006751,SSFA2
202508_s_at,NM_003081,SNAP25
202510_s_at,NM_006291,TNFAIP2
202513_s_at,NM_006245,PPP2R5D
202515_at,BG251175,DLG1
202517_at,NM_001313,CRMP1
202518_at,NM_001707,BCL7B
202520_s_at,NM_000249,MLH1
202521_at,NM_006565,CTCF
202522_at,AL031591,PITPNB
202525_at,NM_002773,PRSS8
202527_s_at,NM_005359,SMAD4
202528_at,NM_000403,GALE
202529_at,NM_002766,PRPSAP1
202530_at,NM_001315,MAPK14
202531_at,NM_002198,IRF1
202532_s_at,BC000192,DHFR
202535_at,NM_003824,FADD
202539_s_at,AL518627,HMGCR
202542_s_at,NM_004757,AIMP1
202544_at,NM_004124,GMFB
202545_at,NM_006254,PRKCD
202546_at,NM_003761,VAMP8
202548_s_at,NM_003899,ARHGEF7
202550_s_at,NM_004738,VAPB
202551_s_at,BG546884,CRIM1 /// LOC101929500
202554_s_at,AL527430,GSTM3
202555_s_at,NM_005965,MYLK
202556_s_at,NM_006337,MCRS1
202557_at,AI718418,HSPA13
202561_at,AF070613,TNKS
202562_s_at,AL136658,C14orf1
202564_x_at,NM_001667,ARL2
202565_s_at,NM_003174,SVIL
202567_at,NM_004175,SNRPD3
202569_s_at,NM_002376,MARK3
202573_at,AL530441,CSNK1G2
202575_at,NM_001878,CRABP2
202581_at,NM_005346,HSPA1A /// HSPA1B
202582_s_at,AF306510,RANBP9
202584_at,AW291398,NFX1
202586_at,AA772747,POLR2L
202587_s_at,BC001116,AK1
202589_at,NM_001071,TYMS
202590_s_at,AL574319,PDK2
202591_s_at,NM_003143,SSBP1
202592_at,NM_001487,BLOC1S1
202593_s_at,NM_016641,GDE1
202596_at,BC000436,ENSA
202597_at,AU144284,IRF6
202598_at,NM_005979,S100A13
202600_s_at,AI824012,NRIP1
202602_s_at,NM_014500,HTATSF1
202603_at,N51370,ADAM10
202605_at,NM_000181,GUSB
202606_s_at,NM_012290,TLK1
202607_at,AL526632,NDST1
202609_at,NM_004447,EPS8
202611_s_at,AI971089,MED14
202613_at,NM_001905,CTPS1
202614_at,NM_006345,SLC30A9
202615_at,BF222895,GNAQ
202616_s_at,AI631140,MECP2
202620_s_at,NM_000935,PLOD2
202621_at,NM_001571,IRF3
202622_s_at,NM_002973,ATXN2
202625_at,AI356412,LYN
202627_s_at,AL574210,SERPINE1
202630_at,AA046411,APPBP2
202632_at,NM_001383,DPH1 /// OVCA2
202633_at,NM_007027,TOPBP1
202634_at,AL558030,POLR2K
202636_at,NM_005667,RNF103
202638_s_at,NM_000201,ICAM1
202639_s_at,AI689052,RANBP3
202641_at,NM_004311,ARL3
202642_s_at,NM_003496,TRRAP
202644_s_at,NM_006290,TNFAIP3
202645_s_at,NM_000244,MEN1
202646_s_at,AA167775,CSDE1
202652_at,NM_001164,APBB1
202653_s_at,BC003404,MARCH7
202655_at,NM_006010,MANF
202658_at,NM_003846,PEX11B
202659_at,NM_002801,PSMB10
202660_at,AA834576,ITPR2
202664_at,AW058622,WIPF1
202666_s_at,NM_004301,ACTL6A
202667_s_at,NM_006979,SLC39A7
202668_at,BF001670,EFNB2
202670_at,AI571419,MAP2K1
202671_s_at,NM_003681,PDXK
202672_s_at,NM_001674,ATF3
202673_at,NM_003859,DPM1
202674_s_at,NM_005358,LMO7
202675_at,NM_003000,SDHB
202678_at,NM_004492,GTF2A2
202679_at,NM_000271,NPC1
202680_at,NM_002095,GTF2E2
202683_s_at,NM_003799,RNMT
202686_s_at,NM_021913,AXL
202688_at,NM_003810,TNFSF10
202689_at,NM_013286,RBM15B
202690_s_at,BC001721,SNRPD1
202692_s_at,NM_014233,UBTF
202693_s_at,AW194730,STK17A
202696_at,NM_005109,OXSR1
202697_at,NM_007006,NUDT21
202702_at,NM_003449,TRIM26
202703_at,NM_003584,DUSP11
202704_at,AA675892,TOB1
202705_at,NM_004701,CCNB2
202706_s_at,D86227,UMPS
202708_s_at,NM_003528,HIST2H2BE
202709_at,NM_002023,FMOD
202710_at,BC000899,BET1
202711_at,NM_004429,EFNB1
202712_s_at,NM_020990,CKMT1A /// CKMT1B
202715_at,NM_004341,CAD
202716_at,NM_002827,PTPN1
202717_s_at,NM_003903,CDC16
202718_at,NM_000597,IGFBP2
202722_s_at,NM_002056,GFPT1
202724_s_at,NM_002015,FOXO1
202725_at,NM_000937,POLR2A
202726_at,NM_000234,LIG1
202727_s_at,NM_000416,IFNGR1
202729_s_at,NM_000627,LTBP1
202731_at,NM_014456,MIR4680 /// PDCD4
202732_at,NM_007066,PKIG
202733_at,NM_004199,LOC101927705 /// P4HA2
202734_at,NM_004240,TRIP10
202735_at,NM_006579,EBP
202736_s_at,AA112507,LSM4
202739_s_at,NM_000293,PHKB
202740_at,NM_000666,ABHD14A-ACY1 /// ACY1
202742_s_at,NM_002731,PRKACB
202743_at,BE622627,PIK3R3
202744_at,NM_006749,SLC20A2
202745_at,NM_005154,USP8
202746_at,AL021786,ITM2A
202748_at,NM_004120,GBP2
202749_at,NM_004627,WRB
202756_s_at,NM_002081,GPC1
202758_s_at,NM_003721,RFXANK
202760_s_at,NM_007203,AKAP2 /// PALM2-AKAP2
202762_at,AL049383,ROCK2
202763_at,NM_004346,CASP3
202764_at,NM_003156,STIM1
202766_s_at,NM_000138,FBN1
202767_at,NM_001610,ACP2
202768_at,NM_006732,FOSB
202769_at,AW134535,CCNG2
202772_at,NM_000191,HMGCL
202774_s_at,AI871457,SFSWAP
202776_at,NM_014597,DNTTIP2
202777_at,NM_007373,SHOC2
202778_s_at,NM_003453,ZMYM2
202779_s_at,NM_014501,UBE2S
202780_at,NM_000436,OXCT1
202781_s_at,AI806031,INPP5K
202783_at,U40490,NNT
202785_at,NM_005001,NDUFA7
202786_at,NM_013233,STK39
202787_s_at,U43784,MAPKAPK3
202789_at,AL022394,PLCG1
202790_at,NM_001307,CLDN7
202793_at,NM_005768,LPCAT3
202794_at,NM_002194,INPP1
202796_at,NM_007286,SYNPO
202798_at,NM_006323,SEC24B
202799_at,NM_006012,CLPP
202800_at,NM_004172,SLC1A3
202801_at,NM_002730,PRKACA
202803_s_at,NM_000211,ITGB2
202804_at,AI539710,ABCC1
202806_at,NM_004395,DBN1
202807_s_at,NM_005488,TOM1
202810_at,NM_004147,DRG1
202811_at,NM_006463,STAMBP
202812_at,NM_000152,GAA
202813_at,NM_005646,TARBP1
202814_s_at,AW193511,HEXIM1
202816_s_at,AW292882,SS18
202818_s_at,AI344128,TCEB3
202820_at,NM_001621,AHR
202822_at,BF221852,LPP
202824_s_at,NM_005648,TCEB1
202825_at,NM_001151,SLC25A4
202826_at,NM_003710,SPINT1
202829_s_at,NM_005638,VAMP7
202831_at,NM_002083,GPX2
202834_at,NM_000029,AGT
202836_s_at,NM_006701,TXNL4A
202838_at,NM_000147,FUCA1
202839_s_at,NM_004146,NDUFB7
202840_at,NM_003487,TAF15
202842_s_at,AL080081,DNAJB9
202845_s_at,NM_006788,RALBP1
202846_s_at,NM_002642,PIGC
202847_at,NM_004563,PCK2
202850_at,NM_002858,ABCD3
202853_s_at,NM_002958,RYK
202854_at,NM_000194,HPRT1
202855_s_at,AL513917,MIR6787 /// SLC16A3
202857_at,NM_014255,CNPY2
202858_at,NM_006758,U2AF1
202862_at,NM_000137,FAH
202863_at,NM_003113,SP100
202868_s_at,NM_006627,POP4
202870_s_at,NM_001255,CDC20
202871_at,NM_004295,TRAF4
202872_at,AW024925,ATP6V1C1
202876_s_at,NM_002586,PBX2
202878_s_at,NM_012072,CD93
202880_s_at,NM_004762,CYTH1
202886_s_at,M65254,PPP2R1B
202888_s_at,NM_001150,ANPEP
202890_at,AW242297,MAP7
202891_at,NM_005600,NIT1
202892_at,NM_004661,CDC23
202893_at,NM_006377,UNC13B
202894_at,NM_004444,EPHB4
202896_s_at,NM_004648,SIRPA
2028_s_at,M96577,E2F1
202900_s_at,NM_002532,NUP88
202902_s_at,NM_004079,CTSS
202904_s_at,NM_012322,LSM5
202907_s_at,NM_002485,NBN
202908_at,NM_006005,WFS1
202910_s_at,NM_001784,CD97
202911_at,NM_000179,MSH6
202912_at,NM_001124,ADM
202917_s_at,NM_002964,S100A8
202920_at,BF726212,ANK2
202922_at,BF676980,GCLC
202924_s_at,AL562280,PLAGL2
202926_at,NM_015909,NBAS
202927_at,NM_006221,PIN1
202929_s_at,NM_001355,DDT /// DDTL
202930_s_at,NM_003850,SUCLA2
202933_s_at,NM_005433,YES1
202934_at,AI761561,HK2
202936_s_at,NM_000346,SOX9
202939_at,NM_005857,ZMPSTE24
202941_at,NM_021074,NDUFV2
202942_at,NM_001985,ETFB
202943_s_at,M38083,NAGA
202945_at,NM_004957,FPGS
202947_s_at,NM_002101,GYPC
202948_at,NM_000877,IL1R1
202949_s_at,NM_001450,FHL2
202950_at,NM_001889,CRYZ
202951_at,BE048506,STK38
202953_at,NM_000491,C1QB
202954_at,NM_007019,UBE2C
202957_at,NM_005335,HCLS1
202958_at,NM_002833,PTPN9
202959_at,AI433712,MUT
202961_s_at,NM_004889,ARMC2-AS1 /// ATP5J2
202962_at,NM_015254,KIF13B
202963_at,AW027312,RFX5
202965_s_at,NM_014289,CAPN6
202967_at,NM_001512,GSTA4
202969_at,AI216690,DYRK2
202974_at,NM_002436,MPP1
202979_s_at,NM_021212,CREBZF
202980_s_at,AI953523,SIAH1
202982_s_at,NM_006821,ACOT1 /// ACOT2
202983_at,AI760760,HLTF
202984_s_at,AA457021,BAG5
202990_at,NM_002863,PYGL
202991_at,NM_006804,STARD3
202992_at,NM_000587,C7
202995_s_at,NM_006486,FBLN1
202996_at,NM_021173,POLD4
202998_s_at,NM_002318,LOXL2
203001_s_at,NM_007029,STMN2
203002_at,NM_016201,AMOTL2
203003_at,AL530331,MEF2D
203005_at,NM_002342,LTBR
203006_at,NM_005539,INPP5A
203008_x_at,NM_005783,TXNDC9
203010_at,NM_003152,STAT5A
203011_at,NM_005536,IMPA1
203013_at,NM_007265,ECD
203021_at,NM_003064,SLPI
203022_at,NM_006397,RNASEH2A
203025_at,NM_003491,NAA10
203027_s_at,AI189359,MVD
203028_s_at,NM_000101,CYBA
203029_s_at,NM_002847,PTPRN2
203031_s_at,NM_000375,UROS
203032_s_at,AI363836,FH
203034_s_at,NM_000990,RPL27A /// SNORA45A
203035_s_at,NM_006099,PIAS3
203038_at,NM_002844,PTPRK
203039_s_at,NM_005006,NDUFS1
203040_s_at,NM_000190,HMBS
203043_at,NM_004729,ZBED1
203045_at,NM_004148,NINJ1
203046_s_at,NM_003920,TIMELESS
203050_at,NM_005657,TP53BP1
203052_at,NM_000063,C2
203053_at,NM_005872,BCAS2
203054_s_at,NM_022171,TCTA
203055_s_at,NM_004706,ARHGEF1 /// LOC100505585
203057_s_at,AV724783,PRDM2
203058_s_at,AW299958,PAPSS2
203064_s_at,NM_004514,FOXK2
203065_s_at,NM_001753,CAV1
203067_at,NM_003477,PDHX
203071_at,NM_004636,MIR6872 /// SEMA3B
203072_at,NM_004998,MYO1E
203073_at,NM_007357,COG2
203074_at,NM_001630,ANXA8 /// ANXA8L1
203075_at,AW151617,SMAD2
203078_at,U83410,CUL2
203080_s_at,NM_013450,BAZ2B
203081_at,NM_020248,CTNNBIP1
203083_at,NM_003247,THBS2
203085_s_at,BC000125,TGFB1
203087_s_at,NM_004520,KIF2A
203088_at,NM_006329,FBLN5
203090_at,NM_006923,SDF2
203091_at,NM_003902,FUBP1
203093_s_at,NM_006351,TIMM44
203095_at,NM_002453,MTIF2
203097_s_at,NM_014247,RAPGEF2
203098_at,AL050164,CDYL
203102_s_at,NM_002408,MGAT2
203103_s_at,NM_014502,PRPF19
203104_at,NM_005211,CSF1R
203105_s_at,NM_012062,DNM1L
203108_at,NM_003979,GPRC5A
203109_at,NM_003969,UBE2M
203110_at,U43522,PTK2B
203113_s_at,NM_001960,EEF1D
203114_at,NM_006396,SSSCA1
203116_s_at,NM_000140,FECH
203118_at,NM_004716,PCSK7
203120_at,NM_005426,TP53BP2
203123_s_at,AU154469,SLC11A2
203126_at,NM_014214,IMPA2
203130_s_at,NM_004522,KIF5C
203131_at,NM_006206,PDGFRA
203132_at,NM_000321,RB1
203133_at,NM_006808,SEC61B
203135_at,NM_003194,TBP
203136_at,NM_006423,RABAC1
203138_at,NM_003642,HAT1
203139_at,NM_004938,DAPK1
203140_at,NM_001706,BCL6
203142_s_at,NM_003664,AP3B1
203145_at,NM_006461,SPAG5
203146_s_at,NM_001470,GABBR1
203149_at,NM_002856,PVRL2
203150_at,NM_005833,RABEPK
203151_at,AW296788,MAP1A
203152_at,NM_003776,MRPL40
203153_at,NM_001548,IFIT1
203155_at,NM_012432,SETDB1
203156_at,NM_016248,AKAP11
203160_s_at,AK022075,RNF8
203162_s_at,NM_005886,KATNB1
203164_at,BE464756,SLC33A1
203166_at,NM_006324,CFDP1
203167_at,NM_003255,TIMP2
203168_at,NM_004381,ATF6B
203174_s_at,NM_003224,ARFRP1
203175_at,NM_001665,RHOG
203176_s_at,BE552470,TFAM
203179_at,NM_000155,GALT
203180_at,NM_000693,ALDH1A3
203182_s_at,NM_003138,SRPK2
203183_s_at,NM_003076,SMARCD1
203184_at,NM_001999,FBN2
203185_at,NM_014737,RASSF2
203186_s_at,NM_002961,S100A4
203187_at,NM_001380,DOCK1
